Site,Order,Family,Genera,Taxa,Time_Period,Period_Biomass,Mean_Annual_Biomass,PB,Production,Community_PB
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 3,0.24,0.05,5,0.24,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 4,0,0.05,5,0.24,6.56
East Blacktail Deer Creek,Plecoptera,Chloroperlidae,,Chloroperlidae,Period 5,0,0.05,5,0.24,6.56
East Blacktail Deer Creek,Plecoptera,Leuctridae,,Leuctridae,Period 1,0,0.1,5,0.51,6.56
East Blacktail Deer Creek,Plecoptera,Leuctridae,,Leuctridae,Period 2,0,0.1,5,0.51,6.56
East Blacktail Deer Creek,Plecoptera,Leuctridae,,Leuctridae,Period 3,0,0.1,5,0.51,6.56
East Blacktail Deer Creek,Plecoptera,Leuctridae,,Leuctridae,Period 4,0,0.1,5,0.51,6.56
East Blacktail Deer Creek,Plecoptera,Leuctridae,,Leuctridae,Period 5,0.51,0.1,5,0.51,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Amphinemura/Malenka ,Amphinemura/Malenka ,Period 1,3.42,8.21,3.71,30.46,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Amphinemura/Malenka ,Amphinemura/Malenka ,Period 2,33.64,8.21,3.71,30.46,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Amphinemura/Malenka ,Amphinemura/Malenka ,Period 3,3.97,8.21,3.71,30.46,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Amphinemura/Malenka ,Amphinemura/Malenka ,Period 4,0,8.21,3.71,30.46,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Amphinemura/Malenka ,Amphinemura/Malenka ,Period 5,0,8.21,3.71,30.46,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 1,0,18.94,4.73,89.56,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 2,2.86,18.94,4.73,89.56,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 3,6.71,18.94,4.73,89.56,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 4,43.54,18.94,4.73,89.56,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada cinctipes,Period 5,41.58,18.94,4.73,89.56,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 1,0,0.03,4.73,0.13,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 2,0,0.03,4.73,0.13,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 3,0,0.03,4.73,0.13,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 4,0.14,0.03,4.73,0.13,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,Zapada ,Zapada oregonensis group,Period 5,0,0.03,4.73,0.13,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,,Nemouridae,Period 1,0.09,2.41,5,12.07,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,,Nemouridae,Period 2,6.03,2.41,5,12.07,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,,Nemouridae,Period 3,0,2.41,5,12.07,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,,Nemouridae,Period 4,0,2.41,5,12.07,6.56
East Blacktail Deer Creek,Plecoptera,Nemouridae,,Nemouridae,Period 5,5.95,2.41,5,12.07,6.56
East Blacktail Deer Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 1,0,34.2,5,171,6.56
East Blacktail Deer Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 2,2.13,34.2,5,171,6.56
East Blacktail Deer Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 3,97.32,34.2,5,171,6.56
East Blacktail Deer Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 4,71.55,34.2,5,171,6.56
East Blacktail Deer Creek,Plecoptera,Perlidae,Doroneuria ,Doroneuria theadora,Period 5,0,34.2,5,171,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 1,0,9.02,5,45.11,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 2,0,9.02,5,45.11,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 3,0,9.02,5,45.11,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 4,5.03,9.02,5,45.11,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Cultus,Cultus,Period 5,40.08,9.02,5,45.11,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 1,0,8.4,5,42.01,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 2,20.8,8.4,5,42.01,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 3,8.06,8.4,5,42.01,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 4,10.74,8.4,5,42.01,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Diura ,Diura ,Period 5,2.41,8.4,5,42.01,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Rickera,Rickera sorpta,Period 1,52.95,14.87,5,74.34,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Rickera,Rickera sorpta,Period 2,21.39,14.87,5,74.34,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Rickera,Rickera sorpta,Period 3,0,14.87,5,74.34,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Rickera,Rickera sorpta,Period 4,0,14.87,5,74.34,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,Rickera,Rickera sorpta,Period 5,0,14.87,5,74.34,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,,Perlodidae,Period 1,0,0.48,5,2.41,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,,Perlodidae,Period 2,0,0.48,5,2.41,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,,Perlodidae,Period 3,0,0.48,5,2.41,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,,Perlodidae,Period 4,2.41,0.48,5,2.41,6.56
East Blacktail Deer Creek,Plecoptera,Perlodidae,,Perlodidae,Period 5,0,0.48,5,2.41,6.56
East Blacktail Deer Creek,Plecoptera,,,Plecoptera,Period 1,0,1.56,5,7.79,6.56
East Blacktail Deer Creek,Plecoptera,,,Plecoptera,Period 2,3.69,1.56,5,7.79,6.56
East Blacktail Deer Creek,Plecoptera,,,Plecoptera,Period 3,2.38,1.56,5,7.79,6.56
East Blacktail Deer Creek,Plecoptera,,,Plecoptera,Period 4,0.06,1.56,5,7.79,6.56
East Blacktail Deer Creek,Plecoptera,,,Plecoptera,Period 5,1.67,1.56,5,7.79,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus americanus,Period 1,0,3.4,5,16.99,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus americanus,Period 2,0,3.4,5,16.99,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus americanus,Period 3,0,3.4,5,16.99,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus americanus,Period 4,12.91,3.4,5,16.99,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Brachycentrus,Brachycentrus americanus,Period 5,4.08,3.4,5,16.99,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 1,12.6,0.84,5,4.22,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 2,0,0.84,5,4.22,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 3,4.22,0.84,5,4.22,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 4,0,0.84,5,4.22,6.56
East Blacktail Deer Creek,Trichoptera,Brachycentridae,Micrasema ,Micrasema ,Period 5,0,0.84,5,4.22,6.56
East Blacktail Deer Creek,Trichoptera,Hydroptilidae,Ochrotrichia ,Ochrotrichia ,Period 1,0,1.37,5,6.87,6.56
East Blacktail Deer Creek,Trichoptera,Hydroptilidae,Ochrotrichia ,Ochrotrichia ,Period 2,6.87,1.37,5,6.87,6.56
East Blacktail Deer Creek,Trichoptera,Hydroptilidae,Ochrotrichia ,Ochrotrichia ,Period 3,0,1.37,5,6.87,6.56
East Blacktail Deer Creek,Trichoptera,Hydroptilidae,Ochrotrichia ,Ochrotrichia ,Period 4,0,1.37,5,6.87,6.56
East Blacktail Deer Creek,Trichoptera,Hydroptilidae,Ochrotrichia ,Ochrotrichia ,Period 5,0,1.37,5,6.87,6.56
East Blacktail Deer Creek,Trichoptera,Lepidostomatidae,Lepidostoma ,Lepidostoma ,Period 1,11.88,2.48,5,12.4,6.56
East Blacktail Deer Creek,Trichoptera,Lepidostomatidae,Lepidostoma ,Lepidostoma ,Period 2,12.4,2.48,5,12.4,6.56
East Blacktail Deer Creek,Trichoptera,Lepidostomatidae,Lepidostoma ,Lepidostoma ,Period 3,0,2.48,5,12.4,6.56
East Blacktail Deer Creek,Trichoptera,Lepidostomatidae,Lepidostoma ,Lepidostoma ,Period 4,0,2.48,5,12.4,6.56
East Blacktail Deer Creek,Trichoptera,Lepidostomatidae,Lepidostoma ,Lepidostoma ,Period 5,0,2.48,5,12.4,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 1,0,3.91,5,19.55,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 2,19.55,3.91,5,19.55,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 3,0,3.91,5,19.55,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 4,0,3.91,5,19.55,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Amphicosmoecus ,Amphicosmoecus canax,Period 5,0,3.91,5,19.55,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 1,0,0.2,5,1,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 2,0,0.2,5,1,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 3,1,0.2,5,1,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 4,0,0.2,5,1,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Clostoeca ,Clostoeca disjuncta,Period 5,0,0.2,5,1,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Homophylax,Homophylax,Period 1,0,2.92,5,14.62,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Homophylax,Homophylax,Period 2,0,2.92,5,14.62,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Homophylax,Homophylax,Period 3,0,2.92,5,14.62,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Homophylax,Homophylax,Period 4,0,2.92,5,14.62,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Homophylax,Homophylax,Period 5,14.62,2.92,5,14.62,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 1,0,4.73,5,23.63,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 2,23.63,4.73,5,23.63,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 3,0,4.73,5,23.63,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 4,0,4.73,5,23.63,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,Psychoglypha,Psychoglypha subborealis,Period 5,0,4.73,5,23.63,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 1,0,3.6,5,17.98,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 2,0,3.6,5,17.98,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 3,0,3.6,5,17.98,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 4,1.41,3.6,5,17.98,6.56
East Blacktail Deer Creek,Trichoptera,Limnephilidae,,Limnephilidae,Period 5,9.39,3.6,5,17.98,6.56
East Blacktail Deer Creek,Trichoptera,Polycentropodidae,,Polycentropodidae,Period 1,0,0.05,5,0.27,6.56
East Blacktail Deer Creek,Trichoptera,Polycentropodidae,,Polycentropodidae,Period 2,0,0.05,5,0.27,6.56
East Blacktail Deer Creek,Trichoptera,Polycentropodidae,,Polycentropodidae,Period 3,0,0.05,5,0.27,6.56
East Blacktail Deer Creek,Trichoptera,Polycentropodidae,,Polycentropodidae,Period 4,0.27,0.05,5,0.27,6.56
East Blacktail Deer Creek,Trichoptera,Polycentropodidae,,Polycentropodidae,Period 5,0,0.05,5,0.27,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 1,398.19,117.12,9.06,1060.87,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 2,86.09,117.12,9.06,1060.87,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 3,45.63,117.12,9.06,1060.87,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 4,27.76,117.12,9.06,1060.87,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila brunnea-vemna group,Period 5,27.94,117.12,9.06,1060.87,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila verrula group,Period 1,0,0.73,5,3.67,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila verrula group,Period 2,3.67,0.73,5,3.67,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila verrula group,Period 3,0,0.73,5,3.67,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila verrula group,Period 4,0,0.73,5,3.67,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila,Rhyacophila verrula group,Period 5,0,0.73,5,3.67,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 1,0,0.25,5,1.24,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 2,0,0.25,5,1.24,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 3,0,0.25,5,1.24,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 4,1.13,0.25,5,1.24,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila ,Period 5,0.11,0.25,5,1.24,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila alberta group,Period 1,0,1.91,5,9.54,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila alberta group,Period 2,9.54,1.91,5,9.54,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila alberta group,Period 3,0,1.91,5,9.54,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila alberta group,Period 4,0,1.91,5,9.54,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila alberta group,Period 5,0,1.91,5,9.54,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 1,20.7,4.14,5,20.7,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 2,0,4.14,5,20.7,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 3,0,4.14,5,20.7,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 4,0,4.14,5,20.7,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila angelita group,Period 5,0,4.14,5,20.7,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila vofixa,Period 1,9.41,1.88,5,9.41,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila vofixa,Period 2,0,1.88,5,9.41,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila vofixa,Period 3,0,1.88,5,9.41,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila vofixa,Period 4,0,1.88,5,9.41,6.56
East Blacktail Deer Creek,Trichoptera,Rhyacophilidae,Rhyacophila ,Rhyacophila vofixa,Period 5,0,1.88,5,9.41,6.56
East Blacktail Deer Creek,Trichoptera,,,Trichoptera,Period 1,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Trichoptera,,,Trichoptera,Period 2,0.16,0.03,5,0.16,6.56
East Blacktail Deer Creek,Trichoptera,,,Trichoptera,Period 3,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Trichoptera,,,Trichoptera,Period 4,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Trichoptera,,,Trichoptera,Period 5,0,0.03,5,0.16,6.56
East Blacktail Deer Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 1,0,0.11,5,0.54,6.56
East Blacktail Deer Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 2,0.4,0.11,5,0.54,6.56
East Blacktail Deer Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 3,0.14,0.11,5,0.54,6.56
East Blacktail Deer Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 4,0,0.11,5,0.54,6.56
East Blacktail Deer Creek,Trombidiformes,Hydrachnidia,,Hydrachnidia,Period 5,0,0.11,5,0.54,6.56
East Blacktail Deer Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 1,5.45,8.76,5,43.81,6.56
East Blacktail Deer Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 2,10.82,8.76,5,43.81,6.56
East Blacktail Deer Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 3,17.1,8.76,5,43.81,6.56
East Blacktail Deer Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 4,10.44,8.76,5,43.81,6.56
East Blacktail Deer Creek,Veneroida,Sphaeriidae,Pisidium ,Pisidium ,Period 5,0,8.76,5,43.81,6.56
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 1,0,1.26,5,6.32,4.97
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 2,0,1.26,5,6.32,4.97
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 3,0,1.26,5,6.32,4.97
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 4,0,1.26,5,6.32,4.97
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 5,0,1.26,5,6.32,4.97
Geode Creek,Amphipoda,Gammaridae,Gammarus ,Gammarus,Period 6,5.06,1.26,5,6.32,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 1,44.64,277.06,3.47,960.71,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 2,156.51,277.06,3.47,960.71,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 3,47.81,277.06,3.47,960.71,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 4,151.55,277.06,3.47,960.71,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 5,223.58,277.06,3.47,960.71,4.97
Geode Creek,Annelida,Oligochaeta,,Oligochaeta,Period 6,530.93,277.06,3.47,960.71,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 1,0,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 2,31.11,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 3,0,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 4,0,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 5,0,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Dytiscidae,Agabus,Agabus,Period 6,0,5.18,5,25.92,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 1,0,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 2,1.81,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 3,0,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 4,0,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 5,0,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Ampumixis,Ampumixis dispar Adult,Period 6,0,0.3,5,1.51,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 1,140.28,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 2,47.65,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 3,46.9,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 4,21.77,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 5,18.85,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda,Period 6,0,35.26,2.74,96.79,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 1,81.8,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 2,4.39,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 3,10.86,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 4,0,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 5,0,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Cleptelmis,Cleptelmis addenda Adult,Period 6,0,9.36,5,46.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 1,108.03,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 2,94.09,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 3,223.43,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 4,94.54,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 5,15.84,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius,Period 6,0,81.2,2.74,222.87,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 1,0,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 2,2.72,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 3,8.63,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 4,0,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 5,8.41,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Heterlimnius,Heterlimnius Adult,Period 6,0,3.76,5,18.8,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 1,0,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 2,2.42,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 3,0,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 4,0,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 5,0,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus,Period 6,0,0.4,2.74,1.11,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 1,0,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 2,0,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 3,0,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 4,6.26,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 5,0,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Narpus,Narpus Adult,Period 6,0,1.04,5,5.22,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 1,0,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 2,20.58,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 3,9.79,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 4,0,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 5,0,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus,Period 6,0,5.06,2.74,13.89,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 1,0,2.48,5,12.4,4.97
Geode Creek,Coleoptera,Elmidae,Optioservus,Optioservus Adult,Period 2,14.88,2.48,5,12.4,4.97
